State,District,Population,State_Match,District_Match,Banking_Outlets,Population_per_Bank,Banking_Access_Rank,Banking_Access_Category,Expected_Banking_Outlets,Banking_Outlet_Gap,Banking_Gap_Priority
TAMIL NADU,SIVAGANGA,1339101,TAMIL NADU,SIVAGANGA,159,8422.018867924528,547.0,Lower Population per Bank,93.65,-65.35,No Gap
KARNATAKA,UTTARA KANNADA,1437169,KARNATAKA,UTTAR KANNAD,171,8404.497076023392,548.0,Lower Population per Bank,100.51,-70.49,No Gap
HIMACHAL PRADESH,MANDI,999777,HIMACHAL PRADESH,MANDI,119,8401.487394957983,549.0,Lower Population per Bank,69.92,-49.08,No Gap
ANDHRA PRADESH,VISAKHAPATNAM,4290589,ANDHRA PRADESH,VISAKHAPATNAM,511,8396.455968688846,550.0,Lower Population per Bank,300.07,-210.93,No Gap
MIZORAM,AIZAWL,400309,MIZORAM,AIZAWL,48,8339.770833333334,551.0,Lower Population per Bank,28.0,-20.0,No Gap
ODISHA,SAMBALPUR,1041099,ODISHA,SAMBALPUR,125,8328.792,552.0,Lower Population per Bank,72.81,-52.19,No Gap
HARYANA,PANIPAT,1205437,HARYANA,PANIPAT,148,8144.844594594595,553.0,Lower Population per Bank,84.31,-63.69,No Gap
JHARKHAND,RANCHI,2914253,JHARKHAND,RANCHI,360,8095.147222222222,554.0,Lower Population per Bank,203.82,-156.18,No Gap
MAHARASHTRA,RAIGARH,2634200,MAHARASHTRA,RAIGAD,327,8055.6574923547405,555.0,Lower Population per Bank,184.23,-142.77,No Gap
PUNJAB,BARNALA,595527,PUNJAB,BARNALA,74,8047.6621621621625,556.0,Lower Population per Bank,41.65,-32.35,No Gap
HARYANA,ROHTAK,1061204,HARYANA,ROHTAK,132,8039.424242424242,557.0,Lower Population per Bank,74.22,-57.78,No Gap
KARNATAKA,CHIKMAGALUR,1137961,KARNATAKA,CHIKKAMAGALURU,142,8013.80985915493,558.0,Lower Population per Bank,79.59,-62.41,No Gap
ARUNACHAL PRADESH,DIBANG VALLEY,8004,ARUNACHAL PRADESH,DIBANG VALLEY,1,8004.0,559.0,Lower Population per Bank,0.56,-0.44,No Gap
ANDHRA PRADESH,GUNTUR,4887813,ANDHRA PRADESH,GUNTUR,615,7947.663414634147,560.0,Lower Population per Bank,341.84,-273.16,No Gap
PUDUCHERRY,YANAM,55626,PUDUCHERRY,YANAM,7,7946.571428571428,561.0,Lower Population per Bank,3.89,-3.11,No Gap
UTTARAKHAND,UTTARKASHI,330086,UTTARAKHAND,UTTAR KASHI,42,7859.190476190476,562.0,Lower Population per Bank,23.09,-18.91,No Gap
MADHYA PRADESH,INDORE,3276697,MADHYA PRADESH,INDORE,417,7857.786570743406,563.0,Lower Population per Bank,229.16,-187.84,No Gap
UTTARAKHAND,TEHRI GARHWAL,618931,UTTARAKHAND,TEHRI GARHWAL,80,7736.6375,564.0,Lower Population per Bank,43.29,-36.71,No Gap
HARYANA,KURUKSHETRA,964655,HARYANA,KURUKSHETRA,126,7655.992063492064,565.0,Lower Population per Bank,67.47,-58.53,No Gap
ARUNACHAL PRADESH,WEST KAMENG,83947,ARUNACHAL PRADESH,WEST KAMENG,11,7631.545454545455,566.0,Lower Population per Bank,5.87,-5.13,No Gap
PUNJAB,AMRITSAR,2490656,PUNJAB,AMRITSAR,327,7616.68501529052,567.0,Lower Population per Bank,174.19,-152.81,No Gap
HARYANA,SONIPAT,1450001,HARYANA,SONIPAT,191,7591.628272251309,568.0,Lower Population per Bank,101.41,-89.59,No Gap
PUNJAB,FARIDKOT,617508,PUNJAB,FARIDKOT,82,7530.585365853659,569.0,Lower Population per Bank,43.19,-38.81,No Gap
MAHARASHTRA,SINDHUDURG,849651,MAHARASHTRA,SINDHUDURG,113,7519.0353982300885,570.0,Lower Population per Bank,59.42,-53.58,No Gap
UTTARAKHAND,ALMORA,622506,UTTARAKHAND,ALMORA,83,7500.0722891566265,571.0,Lower Population per Bank,43.54,-39.46,No Gap
HARYANA,AMBALA,1128350,HARYANA,AMBALA,152,7423.355263157895,572.0,Lower Population per Bank,78.91,-73.09,No Gap
UTTARAKHAND,CHAMPAWAT,259648,UTTARAKHAND,CHAMPAWAT,35,7418.5142857142855,573.0,Lower Population per Bank,18.16,-16.84,No Gap
KARNATAKA,BANGALORE RURAL,990923,KARNATAKA,BENGALURU RURAL,134,7394.94776119403,574.0,Lower Population per Bank,69.3,-64.7,No Gap
HARYANA,KARNAL,1505324,HARYANA,KARNAL,204,7379.0392156862745,575.0,Lower Population per Bank,105.28,-98.72,No Gap
UTTARAKHAND,RUDRAPRAYAG,242285,UTTARAKHAND,RUDRAPRAYAG,33,7341.969696969697,576.0,Lower Population per Bank,16.94,-16.06,No Gap
PUNJAB,MOGA,995746,PUNJAB,MOGA,138,7215.550724637681,577.0,Lower Population per Bank,69.64,-68.36,No Gap
PUNJAB,RUPNAGAR,684627,PUNJAB,RUPNAGAR,95,7206.6,578.0,Lower Population per Bank,47.88,-47.12,No Gap
TAMIL NADU,COIMBATORE,3458045,TAMIL NADU,COIMBATORE,482,7174.367219917012,579.0,Lower Population per Bank,241.85,-240.15,No Gap
KERALA,KOTTAYAM,1974551,KERALA,KOTTAYAM,276,7154.170289855072,580.0,Lower Population per Bank,138.09,-137.91,No Gap
PUNJAB,PATIALA,1895686,PUNJAB,PATIALA,266,7126.639097744361,581.0,Lower Population per Bank,132.58,-133.42,No Gap
KARNATAKA,BANGALORE,9621551,KARNATAKA,BENGALURU URBAN,1362,7064.2812041116,582.0,Lower Population per Bank,672.91,-689.09,No Gap
HIMACHAL PRADESH,KANGRA,1510075,HIMACHAL PRADESH,KANGRA,219,6895.319634703196,583.0,Lower Population per Bank,105.61,-113.39,No Gap
ANDHRA PRADESH,RANGAREDDY,5296741,ANDHRA PRADESH,RANGAREDDI,770,6878.884415584415,584.0,Lower Population per Bank,370.44,-399.56,No Gap
UTTARAKHAND,CHAMOLI,391605,UTTARAKHAND,CHAMOLI,57,6870.263157894737,585.0,Lower Population per Bank,27.39,-29.61,No Gap
KERALA,THIRUVANANTHAPURAM,3301427,KERALA,THIRUVANANTHAPURAM,481,6863.673596673597,586.0,Lower Population per Bank,230.89,-250.11,No Gap
PUNJAB,HOSHIARPUR,1586625,PUNJAB,HOSHIARPUR,232,6838.900862068966,587.0,Lower Population per Bank,110.96,-121.04,No Gap
GUJARAT,GANDHINAGAR,1391753,GUJARAT,GANDHINAGAR,204,6822.318627450981,588.0,Lower Population per Bank,97.34,-106.66,No Gap
UTTARAKHAND,NAINITAL,954605,UTTARAKHAND,NAINITAL,143,6675.55944055944,589.0,Lower Population per Bank,66.76,-76.24,No Gap
PUNJAB,BATHINDA,1388525,PUNJAB,BATHINDA,210,6612.023809523809,590.0,Lower Population per Bank,97.11,-112.89,No Gap
PUNJAB,FATEHGARH SAHIB,600163,PUNJAB,FATEHGARH SAHIB,91,6595.197802197802,591.0,Lower Population per Bank,41.97,-49.03,No Gap
ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,2963557,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,452,6556.54203539823,592.0,Lower Population per Bank,207.26,-244.74,No Gap
HIMACHAL PRADESH,KULLU,437903,HIMACHAL PRADESH,KULU,68,6439.75,593.0,Lower Population per Bank,30.63,-37.37,No Gap
SIKKIM,SOUTH DISTRICT,146850,SIKKIM,NAMCHI,23,6384.782608695652,594.0,Lower Population per Bank,10.27,-12.73,No Gap
UTTAR PRADESH,LUCKNOW,4589838,UTTAR PRADESH,LUCKNOW,727,6313.3947730398895,595.0,Lower Population per Bank,321.0,-406.0,No Gap
MADHYA PRADESH,BHOPAL,2371061,MADHYA PRADESH,BHOPAL,378,6272.648148148148,596.0,Lower Population per Bank,165.83,-212.17,No Gap
ARUNACHAL PRADESH,TAWANG,49977,ARUNACHAL PRADESH,TAWANG,8,6247.125,597.0,Lower Population per Bank,3.5,-4.5,No Gap
PUNJAB,LUDHIANA,3498739,PUNJAB,LUDHIANA,563,6214.4564831261105,598.0,Lower Population per Bank,244.69,-318.31,No Gap
KERALA,ERNAKULAM,3282388,KERALA,ERNAKULAM,529,6204.89224952741,599.0,Lower Population per Bank,229.56,-299.44,No Gap
UTTARAKHAND,GARHWAL,687271,UTTARAKHAND,GARHWAL,111,6191.630630630631,600.0,Lower Population per Bank,48.07,-62.93,No Gap
MAHARASHTRA,MUMBAI,3085411,MAHARASHTRA,MUMBAI,499,6183.188376753507,601.0,Lower Population per Bank,215.79,-283.21,No Gap
KERALA,PATHANAMTHITTA,1197412,KERALA,PATHANAMTHITTA,194,6172.226804123711,602.0,Lower Population per Bank,83.74,-110.26,No Gap
HIMACHAL PRADESH,SIRMAUR,529855,HIMACHAL PRADESH,SIRMAUR,87,6090.287356321839,603.0,Lower Population per Bank,37.06,-49.94,No Gap
JAMMU & KASHMIR,LEH(LADAKH),133487,LADAKH,LEH,22,6067.590909090909,604.0,Lower Population per Bank,9.34,-12.66,No Gap
ANDHRA PRADESH,HYDERABAD,3943323,ANDHRA PRADESH,HYDERABAD,677,5824.701624815362,605.0,Lower Population per Bank,275.79,-401.21,No Gap
HIMACHAL PRADESH,UNA,521173,HIMACHAL PRADESH,UNA,90,5790.811111111111,606.0,Lower Population per Bank,36.45,-53.55,No Gap
SIKKIM,EAST DISTRICT,283583,SIKKIM,GANGTOK,49,5787.408163265306,607.0,Lower Population per Bank,19.83,-29.17,No Gap
PUNJAB,KAPURTHALA,815168,PUNJAB,KAPURTHALA,146,5583.342465753424,608.0,Lower Population per Bank,57.01,-88.99,No Gap
PUNJAB,SHAHID BHAGAT SINGH NAGAR,612310,PUNJAB,SHAHID BHAGAT SINGH NAGAR,112,5467.053571428572,609.0,Lower Population per Bank,42.82,-69.18,No Gap
HIMACHAL PRADESH,BILASPUR,381956,HIMACHAL PRADESH,BILASPUR,70,5456.5142857142855,610.0,Lower Population per Bank,26.71,-43.29,No Gap
KARNATAKA,KODAGU,554519,KARNATAKA,KODAGU,102,5436.4607843137255,611.0,Lower Population per Bank,38.78,-63.22,No Gap
KARNATAKA,DAKSHINA KANNADA,2089649,KARNATAKA,DAKSHIN KANNAD,386,5413.598445595855,612.0,Lower Population per Bank,146.14,-239.86,No Gap
ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,238142,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,45,5292.044444444445,613.0,Lower Population per Bank,16.66,-28.34,No Gap
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,1648115,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,324,5086.774691358025,614.0,Lower Population per Bank,115.26,-208.74,No Gap
WEST BENGAL,KOLKATA,4496694,WEST BENGAL,KOLKATA,913,4925.1851040525735,615.0,Lower Population per Bank,314.49,-598.51,No Gap
ODISHA,KHORDHA,2251673,ODISHA,KHURDA,460,4894.941304347826,616.0,Lower Population per Bank,157.48,-302.52,No Gap
HIMACHAL PRADESH,HAMIRPUR,454768,HIMACHAL PRADESH,HAMIRPUR,94,4837.95744680851,617.0,Lower Population per Bank,31.81,-62.19,No Gap
ASSAM,KAMRUP METROPOLITAN,1253938,ASSAM,KAMRUP METROPOLITAN,264,4749.765151515152,618.0,Lower Population per Bank,87.7,-176.3,No Gap
TAMIL NADU,CHENNAI,4646732,TAMIL NADU,CHENNAI,980,4741.563265306122,619.0,Lower Population per Bank,324.98,-655.02,No Gap
DAMAN & DIU,DIU,52074,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DIU,11,4734.0,620.0,Lower Population per Bank,3.64,-7.36,No Gap
PUNJAB,JALANDHAR,2193590,PUNJAB,JALANDHAR,464,4727.564655172414,621.0,Lower Population per Bank,153.41,-310.59,No Gap
PUDUCHERRY,MAHE,41816,PUDUCHERRY,MAHE,9,4646.222222222223,622.0,Lower Population per Bank,2.92,-6.08,No Gap
CHANDIGARH,CHANDIGARH,1055450,CHANDIGARH,CHANDIGARH,229,4608.951965065502,623.0,Lower Population per Bank,73.82,-155.18,No Gap
KARNATAKA,UDUPI,1177361,KARNATAKA,UDIPI,259,4545.795366795367,624.0,Lower Population per Bank,82.34,-176.66,No Gap
ARUNACHAL PRADESH,PAPUM PARE,176573,ARUNACHAL PRADESH,PAPUMPARE,40,4414.325,625.0,Lower Population per Bank,12.35,-27.65,No Gap
HARYANA,GURGAON,1514432,HARYANA,GURUGRAM,357,4242.106442577031,626.0,Lower Population per Bank,105.92,-251.08,No Gap
UTTARAKHAND,DEHRADUN,1696694,UTTARAKHAND,DEHRA DUN,411,4128.209245742092,627.0,Lower Population per Bank,118.66,-292.34,No Gap
LAKSHADWEEP,LAKSHADWEEP,64473,LAKSHADWEEP,LAKSHADWEEP,16,4029.5625,628.0,Lower Population per Bank,4.51,-11.49,No Gap
SIKKIM,NORTH DISTRICT,43709,SIKKIM,MANGAN,11,3973.5454545454545,629.0,Lower Population per Bank,3.06,-7.94,No Gap
HARYANA,PANCHKULA,561293,HARYANA,PANCHKULA,142,3952.7676056338028,630.0,Lower Population per Bank,39.26,-102.74,No Gap
HIMACHAL PRADESH,SHIMLA,814010,HIMACHAL PRADESH,SHIMLA,206,3951.5048543689322,631.0,Lower Population per Bank,56.93,-149.07,No Gap
PUNJAB,SAHIBZADA AJIT SINGH NAGAR,994628,PUNJAB,SAHIBZADA AJIT SINGH NAGAR,260,3825.492307692308,632.0,Lower Population per Bank,69.56,-190.44,No Gap
HIMACHAL PRADESH,SOLAN,580320,HIMACHAL PRADESH,SOLAN,158,3672.9113924050635,633.0,Lower Population per Bank,40.59,-117.41,No Gap
GOA,NORTH GOA,818008,GOA,NORTH GOA,223,3668.1973094170403,634.0,Lower Population per Bank,57.21,-165.79,No Gap
GOA,SOUTH GOA,640537,GOA,SOUTH GOA,182,3519.434065934066,635.0,Lower Population per Bank,44.8,-137.2,No Gap
HIMACHAL PRADESH,KINNAUR,84121,HIMACHAL PRADESH,KINNAUR,30,2804.0333333333333,636.0,Lower Population per Bank,5.88,-24.12,No Gap
NCT OF DELHI,CENTRAL,582320,NCT OF DELHI,CENTRAL DELHI,221,2634.9321266968327,637.0,Lower Population per Bank,40.73,-180.27,No Gap
NCT OF DELHI,NORTH,887978,NCT OF DELHI,NORTH DELHI,338,2627.153846153846,638.0,Lower Population per Bank,62.1,-275.9,No Gap
HIMACHAL PRADESH,LAHUL & SPITI,31564,HIMACHAL PRADESH,LAHUL & SPITI,15,2104.266666666667,639.0,Lower Population per Bank,2.21,-12.79,No Gap
NCT OF DELHI,NEW DELHI,142004,NCT OF DELHI,NEW DELHI,210,676.2095238095238,640.0,Lower Population per Bank,9.93,-200.07,No Gap
